z,n,name,decayModes,abundance
21,17,38Sc,P  ,NaN
21,16,37Sc,P ? ,NaN
21,15,36Sc,P ? ,NaN
21,14,35Sc,NaN,NaN
21,42,63Sc,NaN,NaN
21,41,62Sc,NaN,NaN
21,40,61Sc,B- = 100.00,NaN
21,40,61Sc,BN ? ,NaN
21,40,61Sc,B2N ? ,NaN
21,40,61Sc,B3N ? ,NaN
22,39,61Ti,B- = 100.0,NaN
22,39,61Ti,BN ? ,NaN
22,39,61Ti,B3N ? ,NaN
22,39,61Ti,B2N ? ,NaN
22,38,60Ti,B- = 100.0,NaN
22,38,60Ti,BN ? ,NaN
22,38,60Ti,B2N ? ,NaN
22,37,59Ti,B- = 100.0,NaN
22,37,59Ti,BN ? ,NaN
22,37,59Ti,B2N ? ,NaN
22,36,58Ti,B- = 100.0,NaN
22,36,58Ti,BN ? ,NaN
22,35,57Ti,B- = 100.0,NaN
22,35,57Ti,BN ? ,NaN
22,34,56Ti,B- = 100.0,NaN
22,34,56Ti,BN ? ,NaN
22,33,55Ti,B- = 100.00,NaN
22,32,54Ti,B- = 100.00,NaN
22,31,53Ti,B- = 100.00,NaN
22,30,52Ti,B- = 100.00,NaN
22,43,65Ti,NaN,NaN
22,42,64Ti,NaN,NaN
22,41,63Ti,B- = 100.00,NaN
22,41,63Ti,BN ? ,NaN
22,41,63Ti,B2N ? ,NaN
22,41,63Ti,B3N ? ,NaN
22,40,62Ti,B- = 100.00,NaN
22,40,62Ti,BN ? ,NaN
22,40,62Ti,B2N ? ,NaN
22,40,62Ti,B3N ? ,NaN
22,19,41Ti,EC = 100.00,NaN
22,19,41Ti,EP = 100.00,NaN
22,18,40Ti,EP = 97.50,NaN
22,18,40Ti,EC  ,NaN
22,17,39Ti,EC = 100.00,NaN
22,17,39Ti,EP = 100.00,NaN
22,16,38Ti,NaN,NaN
22,15,37Ti,NaN,NaN
22,29,51Ti,B- = 100.00,NaN
22,28,50Ti,NaN,5.18%
22,27,49Ti,NaN,5.41%
22,26,48Ti,NaN,73.72%
22,25,47Ti,NaN,7.44%
22,24,46Ti,NaN,8.25%
22,23,45Ti,EC = 100.00,NaN
22,22,44Ti,EC = 100.00,NaN
22,21,43Ti,EC = 100.00,NaN
22,20,42Ti,EC = 100.00,NaN
23,41,64V,B- = 100.00,NaN
23,41,64V,BN ? ,NaN
23,41,64V,B2N ? ,NaN
23,41,64V,B3N ? ,NaN
23,42,65V,B- = 100.00,NaN
23,42,65V,BN ? ,NaN
23,42,65V,B2N ? ,NaN
23,42,65V,B3N ? ,NaN
23,43,66V,B- = 100.00,NaN
23,43,66V,BN ? ,NaN
23,43,66V,B2N ? ,NaN
23,43,66V,B3N ? ,NaN
23,44,67V,NaN,NaN
23,40,63V,B- = 100.00,NaN
23,40,63V,BN AP 35.00,NaN
23,40,63V,B3N ? ,NaN
23,40,63V,B2N ? ,NaN
23,27,50V,EC AP 92.90,0.250%
23,27,50V,B- LT 7.10,0.250%
23,28,51V,NaN,99.750%
23,29,52V,B- = 100.00,NaN
23,20,43V,EC = 100.00,NaN
23,21,44V,EC = 100.00,NaN
23,21,44V,EA  ,NaN
23,21,44V,EC = 100.00,NaN
23,22,45V,EC = 100.00,NaN
23,23,46V,EC = 100.00,NaN
23,23,46V,IT = 100.00,NaN
23,24,47V,EC = 100.00,NaN
23,25,48V,EC = 100.00,NaN
23,26,49V,EC = 100.00,NaN
23,38,61V,B- = 100.00,NaN
23,38,61V,BN AP 10.00,NaN
23,38,61V,B2N ? ,NaN
23,39,62V,B- = 100.00,NaN
23,39,62V,BN ? ,NaN
23,39,62V,B2N ? ,NaN
23,30,53V,B- = 100.00,NaN
23,31,54V,B- = 100.00,NaN
23,31,54V,IT = 100.00,NaN
23,32,55V,B- = 100.00,NaN
23,33,56V,B- = 100.0,NaN
23,33,56V,BN ? ,NaN
23,34,57V,B- = 100.0,NaN
23,34,57V,BN ? ,NaN
23,35,58V,B- = 100.0,NaN
23,35,58V,BN ? ,NaN
23,36,59V,B- = 100.0,NaN
23,36,59V,BN AP 3.0,NaN
23,37,60V,B- = 100.0,NaN
23,37,60V,BN ? ,NaN
23,37,60V,B2N ? ,NaN
23,37,60V,B- = 100.00,NaN
23,37,60V,B2N ? ,NaN
23,37,60V,IT ? ,NaN
23,37,60V,BN ? ,NaN
23,16,39V,NaN,NaN
23,17,40V,P ? ,NaN
23,18,41V,P ? ,NaN
23,19,42V,P  ,NaN
24,39,63Cr,B- = 100.00,NaN
24,39,63Cr,BN ? ,NaN
24,31,55Cr,B- = 100.00,NaN
24,32,56Cr,B- = 100.00,NaN
24,33,57Cr,B- = 100.00,NaN
24,34,58Cr,B- = 100.00,NaN
24,35,59Cr,B- = 100.00,NaN
24,36,60Cr,B- = 100.00,NaN
24,36,60Cr,BN ? ,NaN
24,37,61Cr,B- = 100.00,NaN
24,37,61Cr,BN ? ,NaN
24,38,62Cr,B- = 100.00,NaN
24,38,62Cr,BN ? ,NaN
24,30,54Cr,NaN,2.365%
24,42,66Cr,B- = 100.00,NaN
24,42,66Cr,BN ? ,NaN
24,42,66Cr,B2N ? ,NaN
24,43,67Cr,B- = 100.00,NaN
24,43,67Cr,BN ? ,NaN
24,43,67Cr,B2N ? ,NaN
24,43,67Cr,B3N ? ,NaN
24,44,68Cr,B- = 100.00,NaN
24,44,68Cr,BN ? ,NaN
24,44,68Cr,B2N ? ,NaN
24,44,68Cr,B3N ? ,NaN
24,45,69Cr,NaN,NaN
24,46,70Cr,NaN,NaN
24,40,64Cr,B- = 100.00,NaN
24,40,64Cr,BN ? ,NaN
24,41,65Cr,B- = 100.00,NaN
24,41,65Cr,BN ? ,NaN
24,41,65Cr,B2N ? ,NaN
24,17,41Cr,NaN,NaN
24,18,42Cr,EC = 100.00,NaN
24,18,42Cr,EP = 94.40,NaN
24,19,43Cr,EC = 100.00,NaN
24,19,43Cr,EP = 79.30,NaN
24,19,43Cr,E2P = 11.60,NaN
24,19,43Cr,E3P ? ,NaN
24,28,52Cr,NaN,83.789%
24,29,53Cr,NaN,9.501%
24,20,44Cr,EC = 100.00,NaN
24,20,44Cr,EP AP 7.00,NaN
24,21,45Cr,EC = 100.00,NaN
24,21,45Cr,EP = 34.40,NaN
24,22,46Cr,EC = 100.00,NaN
24,23,47Cr,EC = 100.00,NaN
24,24,48Cr,EC = 100.00,NaN
24,25,49Cr,EC = 100.00,NaN
24,26,50Cr,2EC  ,4.345%
24,27,51Cr,EC = 100.00,NaN
25,44,69Mn,B- = 100.00,NaN
25,44,69Mn,BN ? ,NaN
25,44,69Mn,B2N ? ,NaN
25,44,69Mn,B3N ? ,NaN
25,43,68Mn,B- = 100.00,NaN
25,43,68Mn,BN ? ,NaN
25,43,68Mn,B2N ? ,NaN
25,46,71Mn,B- = 100.00,NaN
25,46,71Mn,BN  ,NaN
25,46,71Mn,B2N  ,NaN
25,45,70Mn,B- = 100.00,NaN
25,45,70Mn,BN ? ,NaN
25,45,70Mn,B2N ? ,NaN
25,45,70Mn,B3N ? ,NaN
25,48,73Mn,NaN,NaN
25,47,72Mn,NaN,NaN
25,40,65Mn,B- = 100.00,NaN
25,40,65Mn,BN = 7.9,NaN
25,42,67Mn,B- = 100.00,NaN
25,42,67Mn,BN ? ,NaN
25,42,67Mn,B2N ? ,NaN
25,41,66Mn,B- = 100.00,NaN
25,41,66Mn,BN = 4.00,NaN
25,41,66Mn,B2N ? ,NaN
25,29,54Mn,EC = 100.00,NaN
25,29,54Mn,B- = 9.3E-5,NaN
25,22,47Mn,EC = 100.00,NaN
25,22,47Mn,EP LT 1.70,NaN
25,21,46Mn,EC = 100.00,NaN
25,21,46Mn,EP = 57.00,NaN
25,24,49Mn,EC = 100.00,NaN
25,23,48Mn,EC = 100.00,NaN
25,23,48Mn,EP = 0.28,NaN
25,23,48Mn,EA LT 6.0E-4,NaN
25,26,51Mn,EC = 100.00,NaN
25,25,50Mn,EC = 100.00,NaN
25,25,50Mn,EC = 100.00,NaN
25,28,53Mn,EC = 100.00,NaN
25,27,52Mn,EC = 100.00,NaN
25,27,52Mn,EC = 98.25,NaN
25,27,52Mn,IT = 1.75,NaN
25,20,45Mn,NaN,NaN
25,33,58Mn,B- = 100.00,NaN
25,33,58Mn,B- AP 90.00,NaN
25,33,58Mn,IT AP 10.00,NaN
25,32,57Mn,B- = 100.00,NaN
25,35,60Mn,B- = 100.00,NaN
25,35,60Mn,B- = 88.50,NaN
25,35,60Mn,IT = 11.50,NaN
25,34,59Mn,B- = 100.00,NaN
25,37,62Mn,B- = 100.00,NaN
25,37,62Mn,BN ? ,NaN
25,37,62Mn,B- = 100.00,NaN
25,37,62Mn,BN  ,NaN
25,36,61Mn,B- = 100.00,NaN
25,36,61Mn,BN ? ,NaN
25,39,64Mn,B- = 100.00,NaN
25,39,64Mn,BN = 2.00,NaN
25,39,64Mn,IT = 100.00,NaN
25,38,63Mn,B- = 100.00,NaN
25,38,63Mn,BN ? ,NaN
25,31,56Mn,B- = 100.00,NaN
25,30,55Mn,NaN,100%
25,19,44Mn,EC  ,NaN
25,19,44Mn,P  ,NaN
25,18,43Mn,NaN,NaN
26,34,60Fe,B- = 100.00,NaN
26,33,59Fe,B- = 100.00,NaN
26,36,62Fe,B- = 100.00,NaN
26,35,61Fe,B- = 100.00,NaN
26,38,64Fe,B- = 100.00,NaN
26,37,63Fe,B- = 100.00,NaN
26,39,65Fe,B- = 100.00,NaN
26,39,65Fe,BN ? ,NaN
26,39,65Fe,BN ? 100.00,NaN
26,39,65Fe,B- = 100.00,NaN
26,30,56Fe,NaN,91.754%
26,32,58Fe,NaN,0.282%
26,31,57Fe,NaN,2.119%
26,45,71Fe,B- = 100.00,NaN
26,45,71Fe,BN ? ,NaN
26,45,71Fe,B2N ? ,NaN
26,44,70Fe,B- = 100.00,NaN
26,44,70Fe,BN ? ,NaN
26,44,70Fe,B2N ? ,NaN
26,47,73Fe,B- = 100.00,NaN
26,47,73Fe,B2N ? ,NaN
26,47,73Fe,BN ? ,NaN
26,46,72Fe,B- = 100.00,NaN
26,46,72Fe,BN ? ,NaN
26,46,72Fe,B2N ? ,NaN
26,49,75Fe,B- = 100.00,NaN
26,49,75Fe,BN ? ,NaN
26,49,75Fe,B2N ? ,NaN
26,49,75Fe,B3N ? ,NaN
26,48,74Fe,B- = 100.00,NaN
26,48,74Fe,BN ? ,NaN
26,48,74Fe,B2N ? ,NaN
26,41,67Fe,B- = 100.00,NaN
26,41,67Fe,BN ? ,NaN
26,40,66Fe,B- = 100.00,NaN
26,40,66Fe,BN ? ,NaN
26,43,69Fe,B- = 100.00,NaN
26,43,69Fe,BN ? ,NaN
26,43,69Fe,B2N ? ,NaN
26,42,68Fe,B- = 100.00,NaN
26,42,68Fe,BN ? ,NaN
26,19,45Fe,2P = 70.00,NaN
26,19,45Fe,EC = 30.00,NaN
26,19,45Fe,EP = 19.00,NaN
26,19,45Fe,E2P = 7.80,NaN
26,19,45Fe,E3P = 3.30,NaN
26,23,49Fe,EC = 100.00,NaN
26,23,49Fe,EP = 56.70,NaN
26,22,48Fe,EC = 100.00,NaN
26,22,48Fe,EP = 15.90,NaN
26,25,51Fe,EC = 100.00,NaN
26,24,50Fe,EC = 100.00,NaN
26,24,50Fe,EP ? ,NaN
26,27,53Fe,EC = 100.00,NaN
26,27,53Fe,IT = 100.00,NaN
26,26,52Fe,EC = 100.00,NaN
26,26,52Fe,EC = 100.00,NaN
26,26,52Fe,IT LT 4.0E-3,NaN
26,29,55Fe,EC = 100.00,NaN
26,28,54Fe,NaN,5.845%
26,21,47Fe,EC = 100.00,NaN
26,21,47Fe,EP = 88.4,NaN
26,21,47Fe,E2P  ,NaN
26,20,46Fe,EC = 100.00,NaN
26,20,46Fe,EP = 78.70,NaN
26,50,76Fe,NaN,NaN
27,47,74Co,B- = 100.00,NaN
27,47,74Co,BN = 18.00,NaN
27,47,74Co,B2N ? ,NaN
27,47,74Co,B3N ? ,NaN
27,48,75Co,B- = 100.00,NaN
27,48,75Co,BN LT 16.00,NaN
27,48,75Co,B2N ? ,NaN
27,48,75Co,B3N ? ,NaN
27,45,72Co,B- = 100.00,NaN
27,45,72Co,BN AP 4.00,NaN
27,45,72Co,B2N ? ,NaN
27,46,73Co,B- = 100.00,NaN
27,46,73Co,BN LT 7.90,NaN
27,46,73Co,B2N ? ,NaN
27,46,73Co,B3N ? ,NaN
27,49,76Co,B- = 100.00,NaN
27,49,76Co,B2N ? ,NaN
27,49,76Co,B3N ? ,NaN
27,49,76Co,BN ? ,NaN
27,40,67Co,B- = 100.00,NaN
27,40,67Co,BN ? ,NaN
27,40,67Co,B- LT 20.00,NaN
27,40,67Co,BN ? ,NaN
27,43,70Co,B- = 100.00,NaN
27,43,70Co,BN ? ,NaN
27,43,70Co,B2N ? ,NaN
27,43,70Co,B- = 100.00,NaN
27,43,70Co,BN  ,NaN
27,43,70Co,2BN  ,NaN
27,44,71Co,B- = 100.00,NaN
27,44,71Co,BN LT 3.60,NaN
27,41,68Co,B- = 100.00,NaN
27,41,68Co,BN ? ,NaN
27,41,68Co,B- = 100.00,NaN
27,41,68Co,BN ? ,NaN
27,42,69Co,B- = 100.00,NaN
27,42,69Co,BN ? ,NaN
27,42,69Co,B- = 100.00,NaN
27,42,69Co,BN ? ,NaN
27,50,77Co,B- = 100.00,NaN
27,50,77Co,BN ? ,NaN
27,50,77Co,B2N ? ,NaN
27,50,77Co,B3N ? ,NaN
27,51,78Co,NaN,NaN
27,25,52Co,EC = 100.00,NaN
27,26,53Co,EC = 100.00,NaN
27,26,53Co,EC AP 98.50,NaN
27,26,53Co,P AP 1.50,NaN
27,23,50Co,EC = 100.00,NaN
27,23,50Co,EP = 70.50,NaN
27,23,50Co,E2P  ,NaN
27,24,51Co,EC  ,NaN
27,29,56Co,EC = 100.00,NaN
27,27,54Co,EC = 100.00,NaN
27,27,54Co,EC = 100.00,NaN
27,28,55Co,EC = 100.00,NaN
27,21,48Co,NaN,NaN
27,22,49Co,NaN,NaN
27,20,47Co,NaN,NaN
27,36,63Co,B- = 100.00,NaN
27,37,64Co,B- = 100.00,NaN
27,34,61Co,B- = 100.00,NaN
27,35,62Co,B- = 100.00,NaN
27,35,62Co,B- AP 99.00,NaN
27,35,62Co,IT LT 1.00,NaN
27,38,65Co,B- = 100.00,NaN
27,39,66Co,B- = 100.00,NaN
27,39,66Co,BN ? ,NaN
27,32,59Co,NaN,100%
27,33,60Co,B- = 100.00,NaN
27,33,60Co,IT = 99.75,NaN
27,33,60Co,B- = 0.25,NaN
27,30,57Co,EC = 100.00,NaN
27,31,58Co,EC = 100.00,NaN
28,51,79Ni,B- = 100.00,NaN
28,51,79Ni,BN ? ,NaN
28,51,79Ni,B2N ? ,NaN
28,52,80Ni,B- = 100.00,NaN
28,52,80Ni,BN ? ,NaN
28,52,80Ni,B2N ? ,NaN
28,52,80Ni,B3N ? ,NaN
28,50,78Ni,B- = 100.00,NaN
28,50,78Ni,BN ? ,NaN
28,53,81Ni,NaN,NaN
28,54,82Ni,NaN,NaN
28,37,65Ni,B- = 100.00,NaN
28,38,66Ni,B- = 100.00,NaN
28,35,63Ni,B- = 100.00,NaN
28,36,64Ni,NaN,0.9255%
28,39,67Ni,B- = 100.00,NaN
28,30,58Ni,NaN,68.077%
28,33,61Ni,NaN,1.1399%
28,34,62Ni,NaN,3.6346%
28,31,59Ni,EC = 100.00,NaN
28,32,60Ni,NaN,26.223%
28,48,76Ni,B- = 100.00,NaN
28,48,76Ni,BN = 14.00,NaN
28,49,77Ni,B- = 100.00,NaN
28,49,77Ni,BN = 30.00,NaN
28,49,77Ni,B2N ? ,NaN
28,46,74Ni,B- = 100.00,NaN
28,46,74Ni,BN ? ,NaN
28,47,75Ni,B- = 100.00,NaN
28,47,75Ni,BN = 10.00,NaN
28,40,68Ni,B- = 100.00,NaN
28,40,68Ni,IT = 100.00,NaN
28,41,69Ni,B- = 100.00,NaN
28,41,69Ni,B- AP 100.00,NaN
28,41,69Ni,IT LT 0.01,NaN
28,41,69Ni,IT = 100.00,NaN
28,44,72Ni,B- = 100.00,NaN
28,44,72Ni,BN ? ,NaN
28,45,73Ni,B- = 100.00,NaN
28,45,73Ni,BN ? ,NaN
28,42,70Ni,B- = 100.00,NaN
28,43,71Ni,B- = 100.00,NaN
28,43,71Ni,B- = 100.00,NaN
28,26,54Ni,EC = 100.00,NaN
28,27,55Ni,EC = 100.00,NaN
28,24,52Ni,EC = 100.00,NaN
28,24,52Ni,EP = 31.40,NaN
28,25,53Ni,EC = 100.00,NaN
28,25,53Ni,EP = 23.40,NaN
28,28,56Ni,EC = 100.00,NaN
28,29,57Ni,EC = 100.00,NaN
28,22,50Ni,EC = 100.00,NaN
28,22,50Ni,EP = 86.70,NaN
28,22,50Ni,E2P  ,NaN
28,23,51Ni,EP = 87.20,NaN
28,23,51Ni,EC  ,NaN
28,20,48Ni,2P@ = 70.00,NaN
28,20,48Ni,EC  ,NaN
28,21,49Ni,EC = 100.00,NaN
28,21,49Ni,EP = 83.00,NaN
29,28,57Cu,EC = 100.00,NaN
29,27,56Cu,EC = 100.00,NaN
29,27,56Cu,EP = 0.40,NaN
29,26,55Cu,EC ? ,NaN
29,26,55Cu,EP ? ,NaN
29,25,54Cu,P  ,NaN
29,29,58Cu,EC = 100.00,NaN
29,24,53Cu,EC  ,NaN
29,24,53Cu,P  ,NaN
29,23,52Cu,P  ,NaN
29,39,68Cu,B- = 100.00,NaN
29,39,68Cu,IT = 84.00,NaN
29,39,68Cu,B- = 16.00,NaN
29,38,67Cu,B- = 100.00,NaN
29,37,66Cu,B- = 100.00,NaN
29,36,65Cu,NaN,30.85%
29,31,60Cu,EC = 100.00,NaN
29,30,59Cu,EC = 100.00,NaN
29,35,64Cu,EC = 61.50,NaN
29,35,64Cu,B- = 38.50,NaN
29,34,63Cu,NaN,69.15%
29,33,62Cu,EC = 100.00,NaN
29,32,61Cu,EC = 100.00,NaN
29,49,78Cu,B- = 100.00,NaN
29,49,78Cu,BN AP 65.00,NaN
29,48,77Cu,B- = 100.00,NaN
29,48,77Cu,BN = 30.30,NaN
29,47,76Cu,B- = 100.00,NaN
29,47,76Cu,BN = 7.20,NaN
29,47,76Cu,B- = 100.00,NaN
29,42,71Cu,B- = 100.00,NaN
29,41,70Cu,B- = 100.00,NaN
29,41,70Cu,B- = 52.00,NaN
29,41,70Cu,IT = 48.00,NaN
29,41,70Cu,B- = 93.20,NaN
29,41,70Cu,IT = 6.80,NaN
29,40,69Cu,B- = 100.00,NaN
29,46,75Cu,B- = 100.00,NaN
29,46,75Cu,BN = 3.50,NaN
29,45,74Cu,B- = 100.00,NaN
29,44,73Cu,B- = 100.00,NaN
29,43,72Cu,B- = 100.00,NaN
29,53,82Cu,B- = 100.00,NaN
29,53,82Cu,BN  ,NaN
29,53,82Cu,B2N  ,NaN
29,52,81Cu,B- = 100.00,NaN
29,52,81Cu,B2N  ,NaN
29,52,81Cu,BN  ,NaN
29,51,80Cu,B- = 100.00,NaN
29,50,79Cu,B- = 100.00,NaN
29,50,79Cu,BN = 55.00,NaN
29,55,84Cu,NaN,NaN
29,54,83Cu,NaN,NaN
30,28,58Zn,EC = 100.00,NaN
30,28,58Zn,EP LT 3.00,NaN
30,27,57Zn,EC = 100.00,NaN
30,27,57Zn,EP AP 65.00,NaN
30,29,59Zn,EC = 100.00,NaN
30,29,59Zn,EP = 0.10,NaN
30,24,54Zn,2P = 92.00,NaN
30,26,56Zn,EC = 100.00,NaN
30,26,56Zn,EP = 86.00,NaN
30,25,55Zn,EC = 100.00,NaN
30,25,55Zn,EP = 91.00,NaN
30,53,83Zn,B- = 100.00,NaN
30,53,83Zn,BN ? ,NaN
30,52,82Zn,B- = 100.00,NaN
30,55,85Zn,B- = 100.00,NaN
30,55,85Zn,BN ? ,NaN
30,55,85Zn,B2N ? ,NaN
30,54,84Zn,B- = 100.00,NaN
30,54,84Zn,B2N  ,NaN
30,54,84Zn,BN  ,NaN
30,51,81Zn,B- = 100.00,NaN
30,51,81Zn,BN = 7.50,NaN
30,50,80Zn,B- = 100.00,NaN
30,50,80Zn,BN = 1.00,NaN
30,56,86Zn,NaN,NaN
30,42,72Zn,B- = 100.00,NaN
30,41,71Zn,B- = 100.00,NaN
30,41,71Zn,B- = 100.00,NaN
30,41,71Zn,IT LE 0.05,NaN
30,44,74Zn,B- = 100.00,NaN
30,43,73Zn,B- = 100.00,NaN
30,43,73Zn,B-  ,NaN
30,43,73Zn,IT  ,NaN
30,43,73Zn,IT = 100.00,NaN
30,40,70Zn,2B-  ,0.61%
30,49,79Zn,B- = 100.00,NaN
30,49,79Zn,BN = 1.70,NaN
30,46,76Zn,B- = 100.00,NaN
30,45,75Zn,B- = 100.00,NaN
30,48,78Zn,B- = 100.00,NaN
30,47,77Zn,B- = 100.00,NaN
30,47,77Zn,IT AP 50.00,NaN
30,47,77Zn,B- LT 50.00,NaN
30,31,61Zn,EC = 100.00,NaN
30,31,61Zn,IT  ,NaN
30,31,61Zn,IT  ,NaN
30,31,61Zn,IT  ,NaN
30,30,60Zn,EC = 100.00,NaN
30,33,63Zn,EC = 100.00,NaN
30,32,62Zn,EC = 100.00,NaN
30,39,69Zn,B- = 100.00,NaN
30,39,69Zn,IT = 99.97,NaN
30,39,69Zn,B- = 0.03,NaN
30,38,68Zn,NaN,18.45%
30,35,65Zn,EC = 100.00,NaN
30,34,64Zn,2EC  ,49.17%
30,37,67Zn,NaN,4.04%
30,36,66Zn,NaN,27.73%
31,54,85Ga,B- = 100.00,NaN
31,54,85Ga,BN AP 35.00,NaN
31,53,84Ga,B- = 100.00,NaN
31,53,84Ga,BN = 74.00,NaN
31,53,84Ga,B- = 100.00,NaN
31,53,84Ga,BN ? ,NaN
31,56,87Ga,B- = 100.00,NaN
31,56,87Ga,BN  ,NaN
31,56,87Ga,B2N  ,NaN
31,55,86Ga,B- = 100.00,NaN
31,55,86Ga,BN = 60.00,NaN
31,55,86Ga,B2N = 20.00,NaN
31,50,81Ga,B- = 100.00,NaN
31,50,81Ga,BN = 11.90,NaN
31,52,83Ga,B- = 100.00,NaN
31,52,83Ga,BN = 62.80,NaN
31,51,82Ga,B- = 100.00,NaN
31,51,82Ga,BN = 19.80,NaN
31,57,88Ga,NaN,NaN
31,43,74Ga,B- = 100.00,NaN
31,43,74Ga,IT = 75.00,NaN
31,43,74Ga,B- LT 50.00,NaN
31,42,73Ga,B- = 100.00,NaN
31,45,76Ga,B- = 100.00,NaN
31,44,75Ga,B- = 100.00,NaN
31,41,72Ga,B- = 100.00,NaN
31,40,71Ga,NaN,39.892%
31,47,78Ga,B- = 100.00,NaN
31,46,77Ga,B- = 100.00,NaN
31,49,80Ga,B- = 100.00,NaN
31,49,80Ga,BN = 0.86,NaN
31,48,79Ga,B- = 100.00,NaN
31,48,79Ga,BN = 0.09,NaN
31,32,63Ga,EC = 100.00,NaN
31,31,62Ga,EC = 100.00,NaN
31,31,62Ga,EP  ,NaN
31,34,65Ga,EC = 100.00,NaN
31,33,64Ga,EC = 100.00,NaN
31,30,61Ga,EC = 100.00,NaN
31,30,61Ga,EP LT 0.25,NaN
31,39,70Ga,B- = 99.59,NaN
31,39,70Ga,EC = 0.41,NaN
31,36,67Ga,EC = 100.00,NaN
31,35,66Ga,EC = 100.00,NaN
31,38,69Ga,NaN,60.108%
31,37,68Ga,EC = 100.00,NaN
31,29,60Ga,EC = 100.00,NaN
31,29,60Ga,EP = 1.60,NaN
31,29,60Ga,EA LT 0.02,NaN
31,28,59Ga,P?  ,NaN
31,25,56Ga,P?  ,NaN
31,27,58Ga,P?  ,NaN
31,26,57Ga,P?  ,NaN
32,45,77Ge,B- = 100.00,NaN
32,45,77Ge,B- = 81.00,NaN
32,45,77Ge,IT = 19.00,NaN
32,46,78Ge,B- = 100.00,NaN
32,43,75Ge,B- = 100.00,NaN
32,43,75Ge,IT = 99.97,NaN
32,43,75Ge,B- = 0.03,NaN
32,44,76Ge,NaN,7.73%
32,41,73Ge,NaN,7.75%
32,41,73Ge,IT = 100.00,7.75%
32,42,74Ge,NaN,36.50%
32,40,72Ge,NaN,27.45%
32,49,81Ge,B- = 100.00,NaN
32,49,81Ge,B- = 100.00,NaN
32,47,79Ge,B- = 100.00,NaN
32,47,79Ge,B- = 96.00,NaN
32,47,79Ge,IT = 4.00,NaN
32,48,80Ge,B- = 100.00,NaN
32,34,66Ge,EC = 100.00,NaN
32,35,67Ge,EC = 100.00,NaN
32,32,64Ge,EC = 100.00,NaN
32,33,65Ge,EC = 100.00,NaN
32,33,65Ge,EP = 0.01,NaN
32,30,62Ge,EC = 100.00,NaN
32,30,62Ge,EP  ,NaN
32,31,63Ge,EC = 100.00,NaN
32,38,70Ge,NaN,20.57%
32,39,71Ge,EC = 100.00,NaN
32,39,71Ge,IT = 100.00,NaN
32,36,68Ge,EC = 100.00,NaN
32,37,69Ge,EC = 100.00,NaN
32,29,61Ge,EC = 100.00,NaN
32,29,61Ge,EP AP 62.00,NaN
32,27,59Ge,2P?  ,NaN
32,27,59Ge,EC?  ,NaN
32,28,60Ge,EP  ,NaN
32,28,60Ge,EC  ,NaN
32,26,58Ge,2P?  ,NaN
32,56,88Ge,B- = 100.00,NaN
32,57,89Ge,B- = 100.00,NaN
32,54,86Ge,B- = 100.00,NaN
32,54,86Ge,BN = 45.00,NaN
32,55,87Ge,B- = 100.00,NaN
32,55,87Ge,BN  ,NaN
32,52,84Ge,B- = 100.00,NaN
32,52,84Ge,BN = 10.20,NaN
32,53,85Ge,B- = 100.00,NaN
32,53,85Ge,BN = 14.00,NaN
32,53,85Ge,B2N ? ,NaN
32,50,82Ge,B- = 100.00,NaN
32,51,83Ge,B- = 100.00,NaN
32,58,90Ge,B- = 100.00,NaN
32,58,90Ge,B2N  ,NaN
32,58,90Ge,BN  ,NaN
33,50,83As,B- = 100.00,NaN
33,57,90As,B- = 100.00,NaN
33,57,90As,BN  ,NaN
33,58,91As,B- = 100.00,NaN
33,55,88As,B- = 100.00,NaN
33,56,89As,B- = 100.00,NaN
33,56,89As,BN ? ,NaN
33,53,86As,B- = 100.00,NaN
33,53,86As,BN = 35.50,NaN
33,53,86As,B2N ? ,NaN
33,54,87As,B- = 100.00,NaN
33,54,87As,BN = 15.40,NaN
33,51,84As,B- = 100.00,NaN
33,51,84As,BN = 0.18,NaN
33,52,85As,B- = 100.00,NaN
33,52,85As,BN = 62.90,NaN
33,59,92As,B- = 100.00,NaN
33,46,79As,B- = 100.00,NaN
33,47,80As,B- = 100.00,NaN
33,44,77As,B- = 100.00,NaN
33,45,78As,B- = 100.00,NaN
33,42,75As,NaN,100%
33,42,75As,IT = 100.00,100%
33,43,76As,B- = 100.00,NaN
33,40,73As,EC = 100.00,NaN
33,41,74As,EC = 66.00,NaN
33,41,74As,B- = 34.00,NaN
33,48,81As,B- = 100.00,NaN
33,49,82As,B- = 100.00,NaN
33,49,82As,B- = 100.00,NaN
33,35,68As,EC = 100.00,NaN
33,36,69As,EC = 100.00,NaN
33,33,66As,EC = 100.00,NaN
33,34,67As,EC = 100.00,NaN
33,31,64As,EC = 100.00,NaN
33,32,65As,EC = 100.00,NaN
33,30,63As,P  ,NaN
33,39,72As,EC = 100.00,NaN
33,37,70As,EC = 100.00,NaN
33,38,71As,EC = 100.00,NaN
33,28,61As,P ? ,NaN
33,29,62As,P ? ,NaN
33,27,60As,P ? ,NaN
34,61,95Se,B- = 100.00,NaN
34,61,95Se,BN ? ,NaN
34,61,95Se,B2N ? ,NaN
34,60,94Se,B- = 100.00,NaN
34,50,84Se,B- = 100.00,NaN
34,51,85Se,B- = 100.00,NaN
34,58,92Se,B- = 100.00,NaN
34,59,93Se,B- = 100.00,NaN
34,56,90Se,B- = 100.00,NaN
